"collected_for_day","entity_id","new_entity_accounts_count"
"2021-06-30","ref-finance",172
"2021-06-30","3d-corgis",5
"2021-07-01","nft-hiphop",1
"2021-07-01","near-bet",1
"2021-07-01","galaxy-online",2
"2021-07-01","near-crowd",38
"2021-07-01","paras",44
"2021-07-01","learn-near-club",16
"2021-07-01","berry-club",6
"2021-07-01","skyward-finance",374
"2021-07-01","sputnik-dao",6
"2021-07-01","metamon",3
"2021-07-01","berry-cards",1
"2021-07-01","mintbase",41
"2021-07-01","pixel-party",6
"2021-07-01","ref-finance",219
"2021-07-01","3d-corgis",3
"2021-07-02","nft-hiphop",2
"2021-07-02","galaxy-online",4
"2021-07-02","near-crowd",61
"2021-07-02","learn-near-club",28
"2021-07-02","paras",57
"2021-07-02","berry-club",9
"2021-07-02","skyward-finance",173
"2021-07-02","sputnik-dao",2
"2021-07-02","berry-cards",1
"2021-07-02","metamon",3
"2021-07-02","mintbase",58
"2021-07-02","pixel-party",6
"2021-07-02","ref-finance",269
"2021-07-02","3d-corgis",1
"2021-07-03","nft-hiphop",2
"2021-07-03","near-bet",2
"2021-07-03","galaxy-online",4
"2021-07-03","near-crowd",56
"2021-07-03","paras",32
"2021-07-03","learn-near-club",14
"2021-07-03","berry-club",10
"2021-07-03","skyward-finance",210
"2021-07-03","sputnik-dao",8
"2021-07-03","metamon",3
"2021-07-03","berry-cards",3
"2021-07-03","mintbase",23
"2021-07-03","pixel-party",1
"2021-07-03","ref-finance",240
"2021-07-04","nft-hiphop",4
"2021-07-04","near-bet",3
"2021-07-04","galaxy-online",6
"2021-07-04","near-crowd",46
"2021-07-04","learn-near-club",10
"2021-07-04","paras",27
"2021-07-04","berry-club",10
"2021-07-04","skyward-finance",205
"2021-07-04","sputnik-dao",1
"2021-07-04","berry-cards",2
"2021-07-04","metamon",3
"2021-07-04","mintbase",23
"2021-07-04","ref-finance",183
"2021-07-05","nft-hiphop",2
"2021-07-05","near-bet",3
"2021-07-05","galaxy-online",9
"2021-07-05","near-crowd",53
"2021-07-05","learn-near-club",8
"2021-07-05","paras",18
"2021-07-05","berry-club",11
"2021-07-05","skyward-finance",109
"2021-07-05","sputnik-dao",2
"2021-07-05","metamon",9
"2021-07-05","mintbase",29
"2021-07-05","pixel-party",1
"2021-07-05","ref-finance",179
"2021-07-05","3d-corgis",3
"2021-07-06","nft-hiphop",38
"2021-07-06","near-bet",3
"2021-07-06","galaxy-online",4
"2021-07-06","near-crowd",47
"2021-07-06","paras",67
"2021-07-06","learn-near-club",4
"2021-07-06","berry-club",46
"2021-07-06","skyward-finance",68
"2021-07-06","sputnik-dao",9
"2021-07-06","pluminite",8
"2021-07-06","berry-cards",2
"2021-07-06","mintbase",24
"2021-07-06","pixel-party",2
"2021-07-06","ref-finance",289
"2021-07-06","3d-corgis",3
"2021-07-07","nft-hiphop",6
"2021-07-07","near-bet",2
"2021-07-07","galaxy-online",5
"2021-07-07","near-crowd",65
"2021-07-07","opgames",1
"2021-07-07","paras",59
"2021-07-07","learn-near-club",10
"2021-07-07","skyward-finance",88
"2021-07-07","berry-club",28
"2021-07-07","sputnik-dao",14
"2021-07-07","pluminite",4
"2021-07-07","berry-cards",1
"2021-07-07","metamon",5
"2021-07-07","mintbase",25
"2021-07-07","ref-finance",170
"2021-07-07","3d-corgis",1
"2021-07-08","nft-hiphop",31
"2021-07-08","near-bet",2
"2021-07-08","galaxy-online",1
"2021-07-08","near-crowd",66
"2021-07-08","learn-near-club",2
"2021-07-08","paras",69
"2021-07-08","berry-club",18
"2021-07-08","skyward-finance",81
"2021-07-08","sputnik-dao",14
"2021-07-08","pluminite",2
"2021-07-08","berry-cards",7
"2021-07-08","metamon",5
"2021-07-08","mintbase",28
"2021-07-08","pixel-party",3
"2021-07-08","ref-finance",451
"2021-07-08","3d-corgis",2
"2021-07-09","nft-hiphop",15
"2021-07-09","near-bet",1
"2021-07-09","galaxy-online",2
"2021-07-09","near-crowd",75
"2021-07-09","paras",16
"2021-07-09","learn-near-club",10
"2021-07-09","berry-club",11
"2021-07-09","skyward-finance",49
"2021-07-09","sputnik-dao",14
"2021-07-09","pluminite",6
"2021-07-09","metamon",12
"2021-07-09","berry-cards",2
"2021-07-09","mintbase",28
"2021-07-09","pixel-party",2
"2021-07-09","ref-finance",393
"2021-07-09","3d-corgis",3
"2021-07-10","nft-hiphop",1
"2021-07-10","near-bet",2
"2021-07-10","galaxy-online",4
"2021-07-10","near-crowd",55
"2021-07-10","learn-near-club",5
"2021-07-10","paras",7
"2021-07-10","berry-club",11
"2021-07-10","skyward-finance",52
"2021-07-10","sputnik-dao",4
"2021-07-10","pluminite",5
"2021-07-10","berry-cards",1
"2021-07-10","metamon",3
"2021-07-10","mintbase",13
"2021-07-10","pixel-party",4
"2021-07-10","ref-finance",132
"2021-07-11","nft-hiphop",3
"2021-07-11","near-bet",2
"2021-07-11","galaxy-online",4
"2021-07-11","near-crowd",48
"2021-07-11","learn-near-club",4
"2021-07-11","paras",4
"2021-07-11","skyward-finance",26
"2021-07-11","berry-club",12
"2021-07-11","sputnik-dao",3
"2021-07-11","pluminite",5
"2021-07-11","berry-cards",5
"2021-07-11","metamon",3
"2021-07-11","mintbase",36
"2021-07-11","pixel-party",4
"2021-07-11","ref-finance",286
"2021-07-11","3d-corgis",2
"2021-07-12","nft-hiphop",4
"2021-07-12","near-bet",1
"2021-07-12","galaxy-online",5
"2021-07-12","near-crowd",78
"2021-07-12","learn-near-club",7
"2021-07-12","paras",11
"2021-07-12","skyward-finance",14
"2021-07-12","berry-club",8
"2021-07-12","sputnik-dao",10
"2021-07-12","pluminite",2
"2021-07-12","metamon",1
"2021-07-12","berry-cards",2
"2021-07-12","mintbase",32
"2021-07-12","pixel-party",5
"2021-07-12","ref-finance",179
"2021-07-12","3d-corgis",2
"2021-07-13","nft-hiphop",2
"2021-07-13","near-bet",2
"2021-07-13","galaxy-online",6
"2021-07-13","near-crowd",59
"2021-07-13","paras",36
"2021-07-13","learn-near-club",3
"2021-07-13","berry-club",14
"2021-07-13","skyward-finance",88
"2021-07-13","sputnik-dao",7
"2021-07-13","pluminite",5
"2021-07-13","berry-cards",1
"2021-07-13","metamon",8
"2021-07-13","mintbase",29
"2021-07-13","pixel-party",5
"2021-07-13","ref-finance",681
"2021-07-13","3d-corgis",1
"2021-07-14","nft-hiphop",3
"2021-07-14","near-bet",10
"2021-07-14","galaxy-online",13
"2021-07-14","near-crowd",116
"2021-07-14","learn-near-club",6
"2021-07-14","paras",65
"2021-07-14","skyward-finance",26
"2021-07-14","berry-club",33
"2021-07-14","sputnik-dao",10
"2021-07-14","pluminite",7
"2021-07-14","metamon",2
"2021-07-14","mintbase",33
"2021-07-14","pixel-party",17
"2021-07-14","ref-finance",350
"2021-07-14","3d-corgis",3
"2021-07-15","nft-hiphop",3
"2021-07-15","near-bet",4
"2021-07-15","galaxy-online",10
"2021-07-15","near-crowd",66
"2021-07-15","paras",26
"2021-07-15","learn-near-club",15
"2021-07-15","skyward-finance",16
"2021-07-15","berry-club",19
"2021-07-15","sputnik-dao",3
"2021-07-15","pluminite",1
"2021-07-15","berry-cards",3
"2021-07-15","metamon",5
"2021-07-15","mintbase",20
"2021-07-15","pixel-party",7
"2021-07-15","ref-finance",285
"2021-07-16","nft-hiphop",4
"2021-07-16","near-bet",7
"2021-07-16","galaxy-online",8
"2021-07-16","near-crowd",18
"2021-07-16","learn-near-club",5
"2021-07-16","paras",29
"2021-07-16","berry-club",15
"2021-07-16","skyward-finance",23
"2021-07-16","sputnik-dao",2
"2021-07-16","pluminite",2
"2021-07-16","berry-cards",3
"2021-07-16","metamon",6
"2021-07-16","mintbase",25
"2021-07-16","pixel-party",13
"2021-07-16","ref-finance",619
"2021-07-16","3d-corgis",1
"2021-07-17","nft-hiphop",1
"2021-07-17","near-bet",2
"2021-07-17","galaxy-online",4
"2021-07-17","near-crowd",17
"2021-07-17","learn-near-club",17
"2021-07-17","paras",24
"2021-07-17","skyward-finance",36
"2021-07-17","berry-club",19
"2021-07-17","sputnik-dao",5
"2021-07-17","pluminite",2
"2021-07-17","metamon",5
"2021-07-17","berry-cards",1
"2021-07-17","mintbase",23
"2021-07-17","pixel-party",5
"2021-07-17","ref-finance",625
"2021-07-17","3d-corgis",1
"2021-07-18","nft-hiphop",1
"2021-07-18","near-bet",4
"2021-07-18","galaxy-online",8
"2021-07-18","near-crowd",13
"2021-07-18","learn-near-club",34
"2021-07-18","paras",42
"2021-07-18","skyward-finance",16
"2021-07-18","berry-club",17
"2021-07-18","sputnik-dao",3
"2021-07-18","pluminite",4
"2021-07-18","berry-cards",3
"2021-07-18","metamon",6
"2021-07-18","mintbase",19
"2021-07-18","pixel-party",7
"2021-07-18","ref-finance",457
"2021-07-18","3d-corgis",2
"2021-07-19","nft-hiphop",2
"2021-07-19","near-bet",6
"2021-07-19","galaxy-online",4
"2021-07-19","near-crowd",21
"2021-07-19","learn-near-club",148
"2021-07-19","paras",73
"2021-07-19","berry-club",12
"2021-07-19","skyward-finance",52
"2021-07-19","sputnik-dao",2
"2021-07-19","pluminite",3
"2021-07-19","berry-cards",2
"2021-07-19","metamon",9
"2021-07-19","mintbase",17
"2021-07-19","pixel-party",12
"2021-07-19","ref-finance",319
"2021-07-19","3d-corgis",2
"2021-07-20","nft-hiphop",1
"2021-07-20","near-bet",1
"2021-07-20","galaxy-online",6
"2021-07-20","near-crowd",12
"2021-07-20","learn-near-club",7
"2021-07-20","paras",8
"2021-07-20","skyward-finance",62
"2021-07-20","berry-club",12
"2021-07-20","sputnik-dao",5
"2021-07-20","pluminite",6
"2021-07-20","metamon",5
"2021-07-20","berry-cards",2
"2021-07-20","mintbase",12
"2021-07-20","pixel-party",3
"2021-07-20","ref-finance",250
"2021-07-21","nft-hiphop",1
"2021-07-21","near-bet",1
"2021-07-21","galaxy-online",8
"2021-07-21","near-crowd",14
"2021-07-21","paras",12
"2021-07-21","learn-near-club",5
"2021-07-21","berry-club",5
"2021-07-21","skyward-finance",28
"2021-07-21","sputnik-dao",8
"2021-07-21","metamon",2
"2021-07-21","berry-cards",1
"2021-07-21","mintbase",14
"2021-07-21","pixel-party",3
"2021-07-21","ref-finance",367
"2021-07-22","nft-hiphop",9
"2021-07-22","near-bet",1
"2021-07-22","galaxy-online",1
"2021-07-22","near-crowd",35
"2021-07-22","learn-near-club",14
"2021-07-22","paras",25
"2021-07-22","berry-club",24
"2021-07-22","skyward-finance",89
"2021-07-22","sputnik-dao",5
"2021-07-22","pluminite",12
"2021-07-22","metamon",4
"2021-07-22","mintbase",11
"2021-07-22","pixel-party",3
"2021-07-22","ref-finance",266
"2021-07-22","3d-corgis",1
"2021-07-23","nft-hiphop",5
"2021-07-23","near-bet",2
"2021-07-23","galaxy-online",5
"2021-07-23","near-crowd",29
"2021-07-23","learn-near-club",6
"2021-07-23","paras",9
"2021-07-23","berry-club",9
"2021-07-23","skyward-finance",48
"2021-07-23","sputnik-dao",7
"2021-07-23","pluminite",3
"2021-07-23","berry-cards",1
"2021-07-23","metamon",1
"2021-07-23","mintbase",34
"2021-07-23","pixel-party",4
"2021-07-23","ref-finance",305
"2021-07-23","3d-corgis",3
"2021-07-24","nft-hiphop",3
"2021-07-24","near-bet",4
"2021-07-24","galaxy-online",6
"2021-07-24","near-crowd",26
"2021-07-24","paras",6
"2021-07-24","learn-near-club",9
"2021-07-24","berry-club",3
"2021-07-24","skyward-finance",91
"2021-07-24","sputnik-dao",1
"2021-07-24","pluminite",7
"2021-07-24","berry-cards",3
"2021-07-24","metamon",8
"2021-07-24","mintbase",31
"2021-07-24","pixel-party",5
"2021-07-24","ref-finance",455
"2021-07-24","3d-corgis",1
"2021-07-25","nft-hiphop",1
"2021-07-25","near-bet",1
"2021-07-25","galaxy-online",11
"2021-07-25","near-crowd",29
"2021-07-25","learn-near-club",22
"2021-07-25","paras",12
"2021-07-25","berry-club",5
"2021-07-25","skyward-finance",175
"2021-07-25","sputnik-dao",2
"2021-07-25","pluminite",1
"2021-07-25","metamon",2
"2021-07-25","mintbase",31
"2021-07-25","pixel-party",7
"2021-07-25","ref-finance",135
"2021-07-25","3d-corgis",1
"2021-07-26","nft-hiphop",12
"2021-07-26","near-bet",2
"2021-07-26","galaxy-online",5
"2021-07-26","near-crowd",45
"2021-07-26","paras",9
"2021-07-26","learn-near-club",3
"2021-07-26","berry-club",6
"2021-07-26","skyward-finance",438
"2021-07-26","pluminite",3
"2021-07-26","berry-cards",1
"2021-07-26","metamon",5
"2021-07-26","mintbase",15
"2021-07-26","pixel-party",3
"2021-07-26","ref-finance",222
"2021-07-26","3d-corgis",1
"2021-07-27","nft-hiphop",13
"2021-07-27","galaxy-online",6
"2021-07-27","near-crowd",36
"2021-07-27","learn-near-club",3
"2021-07-27","paras",10
"2021-07-27","berry-club",14
"2021-07-27","skyward-finance",121
"2021-07-27","sputnik-dao",10
"2021-07-27","pluminite",1
"2021-07-27","berry-cards",1
"2021-07-27","metamon",3
"2021-07-27","mintbase",23
"2021-07-27","pixel-party",4
"2021-07-27","ref-finance",125
"2021-07-27","3d-corgis",1
"2021-07-28","galaxy-online",6
"2021-07-28","near-crowd",44
"2021-07-28","paras",5
"2021-07-28","learn-near-club",4
"2021-07-28","berry-club",10
"2021-07-28","skyward-finance",86
"2021-07-28","sputnik-dao",9
"2021-07-28","pluminite",4
"2021-07-28","metamon",3
"2021-07-28","berry-cards",2
"2021-07-28","mintbase",22
"2021-07-28","pixel-party",5
"2021-07-28","ref-finance",111
"2021-07-28","3d-corgis",3
"2021-07-29","nft-hiphop",1
"2021-07-29","near-bet",3
"2021-07-29","galaxy-online",5
"2021-07-29","near-crowd",52
"2021-07-29","learn-near-club",9
"2021-07-29","paras",39
"2021-07-29","skyward-finance",95
"2021-07-29","berry-club",5
"2021-07-29","sputnik-dao",9
"2021-07-29","pluminite",2
"2021-07-29","metamon",3
"2021-07-29","mintbase",23
"2021-07-29","pixel-party",5
"2021-07-29","ref-finance",160
"2021-07-30","near-bet",1
"2021-07-30","galaxy-online",7
"2021-07-30","near-crowd",43
"2021-07-30","learn-near-club",6
"2021-07-30","paras",12
"2021-07-30","skyward-finance",203
"2021-07-30","berry-club",15
"2021-07-30","sputnik-dao",6
"2021-07-30","pluminite",2
"2021-07-30","berry-cards",1
"2021-07-30","metamon",4
"2021-07-30","mintbase",42
"2021-07-30","pixel-party",1
"2021-07-30","ref-finance",316
"2021-07-30","3d-corgis",7
"2021-07-31","nft-hiphop",1
"2021-07-31","near-bet",3
"2021-07-31","galaxy-online",7
"2021-07-31","near-crowd",44
"2021-07-31","learn-near-club",4
"2021-07-31","paras",3
"2021-07-31","berry-club",6
"2021-07-31","skyward-finance",423
"2021-07-31","sputnik-dao",4
"2021-07-31","berry-cards",2
"2021-07-31","metamon",2
"2021-07-31","mintbase",30
"2021-07-31","pixel-party",5
"2021-07-31","ref-finance",381
"2021-07-31","3d-corgis",1
"2021-08-01","near-bet",1
"2021-08-01","galaxy-online",7
"2021-08-01","near-crowd",45
"2021-08-01","learn-near-club",4
"2021-08-01","paras",17
"2021-08-01","berry-club",6
"2021-08-01","skyward-finance",193
"2021-08-01","sputnik-dao",3
"2021-08-01","pluminite",4
"2021-08-01","metamon",1
"2021-08-01","mintbase",28
"2021-08-01","pixel-party",3
"2021-08-01","ref-finance",153
"2021-08-01","3d-corgis",2
"2021-08-02","nft-hiphop",1
"2021-08-02","galaxy-online",6
"2021-08-02","near-crowd",47
"2021-08-02","learn-near-club",10
"2021-08-02","paras",18
"2021-08-02","berry-club",8
"2021-08-02","skyward-finance",188
"2021-08-02","sputnik-dao",13
"2021-08-02","pluminite",7
"2021-08-02","metamon",4
"2021-08-02","mintbase",23
"2021-08-02","pixel-party",5
"2021-08-02","ref-finance",98
"2021-08-02","3d-corgis",3
"2021-08-03","nft-hiphop",1
"2021-08-03","near-bet",1
"2021-08-03","galaxy-online",6
"2021-08-03","near-crowd",40
"2021-08-03","learn-near-club",8
"2021-08-03","paras",20
"2021-08-03","berry-club",6
"2021-08-03","skyward-finance",91
"2021-08-03","sputnik-dao",5
"2021-08-03","pluminite",2
"2021-08-03","metamon",2
"2021-08-03","mintbase",35
"2021-08-03","pixel-party",1
"2021-08-03","ref-finance",85
"2021-08-03","3d-corgis",3
"2021-08-04","nft-hiphop",1
"2021-08-04","near-bet",2
"2021-08-04","galaxy-online",6
"2021-08-04","near-crowd",36
"2021-08-04","learn-near-club",16
"2021-08-04","paras",20
"2021-08-04","berry-club",8
"2021-08-04","skyward-finance",49
"2021-08-04","sputnik-dao",14
"2021-08-04","pluminite",2
"2021-08-04","metamon",5
"2021-08-04","berry-cards",4
"2021-08-04","mintbase",22
"2021-08-04","pixel-party",3
"2021-08-04","ref-finance",82
"2021-08-04","3d-corgis",1
"2021-08-05","near-bet",1
"2021-08-05","galaxy-online",7
"2021-08-05","near-crowd",27
"2021-08-05","learn-near-club",6
"2021-08-05","paras",21
"2021-08-05","berry-club",4
"2021-08-05","skyward-finance",62
"2021-08-05","sputnik-dao",2
"2021-08-05","pluminite",6
"2021-08-05","metamon",3
"2021-08-05","mintbase",26
"2021-08-05","pixel-party",3
"2021-08-05","ref-finance",73
"2021-08-05","3d-corgis",3
"2021-08-06","nft-hiphop",2
"2021-08-06","near-bet",3
"2021-08-06","galaxy-online",8
"2021-08-06","near-crowd",23
"2021-08-06","paras",18
"2021-08-06","learn-near-club",11
"2021-08-06","berry-club",3
"2021-08-06","skyward-finance",33
"2021-08-06","sputnik-dao",9
"2021-08-06","pluminite",6
"2021-08-06","berry-cards",1
"2021-08-06","metamon",4
"2021-08-06","mintbase",37
"2021-08-06","pixel-party",4
"2021-08-06","ref-finance",109
"2021-08-06","3d-corgis",3
"2021-08-07","near-bet",2
"2021-08-07","galaxy-online",2
"2021-08-07","near-crowd",33
"2021-08-07","learn-near-club",5
"2021-08-07","paras",15
"2021-08-07","berry-club",9
"2021-08-07","skyward-finance",38
"2021-08-07","sputnik-dao",5
"2021-08-07","pluminite",5
"2021-08-07","metamon",1
"2021-08-07","mintbase",29
"2021-08-07","pixel-party",7
"2021-08-07","ref-finance",499
"2021-08-07","3d-corgis",1
"2021-08-08","near-bet",5
"2021-08-08","galaxy-online",1
"2021-08-08","near-crowd",54
"2021-08-08","paras",25
"2021-08-08","learn-near-club",6
"2021-08-08","skyward-finance",83
"2021-08-08","berry-club",5
"2021-08-08","sputnik-dao",2
"2021-08-08","pluminite",6
"2021-08-08","metamon",3
"2021-08-08","berry-cards",1
"2021-08-08","mintbase",34
"2021-08-08","pixel-party",5
"2021-08-08","ref-finance",638
"2021-08-09","nft-hiphop",1
"2021-08-09","near-bet",3
"2021-08-09","galaxy-online",5
"2021-08-09","near-crowd",49
"2021-08-09","learn-near-club",9
"2021-08-09","paras",16
"2021-08-09","berry-club",5
"2021-08-09","skyward-finance",77
"2021-08-09","sputnik-dao",1
"2021-08-09","pluminite",7
"2021-08-09","metamon",1
"2021-08-09","berry-cards",5
"2021-08-09","mintbase",27
"2021-08-09","pixel-party",4
"2021-08-09","ref-finance",224
"2021-08-10","nft-hiphop",1
"2021-08-10","near-bet",6
"2021-08-10","galaxy-online",7
"2021-08-10","near-crowd",42
"2021-08-10","paras",8
"2021-08-10","learn-near-club",6
"2021-08-10","berry-club",2
"2021-08-10","skyward-finance",116
"2021-08-10","sputnik-dao",6
"2021-08-10","pluminite",1
"2021-08-10","berry-cards",1
"2021-08-10","metamon",5
"2021-08-10","mintbase",22
"2021-08-10","pixel-party",3
"2021-08-10","ref-finance",280
"2021-08-10","3d-corgis",1
"2021-08-11","nft-hiphop",2
"2021-08-11","near-bet",4
"2021-08-11","galaxy-online",7
"2021-08-11","near-crowd",52
"2021-08-11","paras",12
"2021-08-11","learn-near-club",13
"2021-08-11","berry-club",4
"2021-08-11","skyward-finance",63
"2021-08-11","sputnik-dao",13
"2021-08-11","pluminite",5
"2021-08-11","metamon",5
"2021-08-11","mintbase",24
"2021-08-11","pixel-party",4
"2021-08-11","ref-finance",210
"2021-08-11","3d-corgis",1
"2021-08-12","nft-hiphop",2
"2021-08-12","near-bet",1
"2021-08-12","galaxy-online",4
"2021-08-12","near-crowd",46
"2021-08-12","paras",33
"2021-08-12","learn-near-club",15
"2021-08-12","berry-club",3
"2021-08-12","skyward-finance",150
"2021-08-12","sputnik-dao",3
"2021-08-12","pluminite",4
"2021-08-12","metamon",4
"2021-08-12","mintbase",43
"2021-08-12","pixel-party",6
"2021-08-12","ref-finance",206
"2021-08-12","3d-corgis",2
"2021-08-13","nft-hiphop",1
"2021-08-13","near-bet",4
"2021-08-13","galaxy-online",3
"2021-08-13","near-crowd",34
"2021-08-13","paras",12
"2021-08-13","learn-near-club",56
"2021-08-13","berry-club",11
"2021-08-13","skyward-finance",734
"2021-08-13","sputnik-dao",5
"2021-08-13","pluminite",3
"2021-08-13","berry-cards",1
"2021-08-13","metamon",4
"2021-08-13","mintbase",33
"2021-08-13","ref-finance",525
"2021-08-13","3d-corgis",1
"2021-08-14","near-bet",6
"2021-08-14","galaxy-online",2
"2021-08-14","near-crowd",17
"2021-08-14","learn-near-club",16
"2021-08-14","paras",11
"2021-08-14","berry-club",12
"2021-08-14","skyward-finance",2465
"2021-08-14","sputnik-dao",3
"2021-08-14","pluminite",2
"2021-08-14","berry-cards",2
"2021-08-14","metamon",4
"2021-08-14","mintbase",14
"2021-08-14","pixel-party",6
"2021-08-14","ref-finance",302
"2021-08-14","3d-corgis",3
"2021-08-15","near-bet",1
"2021-08-15","galaxy-online",4
"2021-08-15","near-crowd",25
"2021-08-15","paras",7
"2021-08-15","learn-near-club",14
"2021-08-15","berry-club",11
"2021-08-15","skyward-finance",295
"2021-08-15","sputnik-dao",3
"2021-08-15","pluminite",6
"2021-08-15","metamon",1
"2021-08-15","berry-cards",3
"2021-08-15","mintbase",11
"2021-08-15","pixel-party",2
"2021-08-16","nft-hiphop",1
"2021-08-16","galaxy-online",3
"2021-08-16","near-crowd",22
"2021-08-16","learn-near-club",29
"2021-08-16","paras",15
"2021-08-16","berry-club",4
"2021-08-16","skyward-finance",201
"2021-08-16","sputnik-dao",4
"2021-08-16","pluminite",6
"2021-08-16","metamon",3
"2021-08-16","berry-cards",4
"2021-08-16","mintbase",9
"2021-08-16","pixel-party",7
"2021-08-17","nft-hiphop",1
"2021-08-17","near-bet",3
"2021-08-17","galaxy-online",2
"2021-08-17","near-crowd",38
"2021-08-17","learn-near-club",244
"2021-08-17","paras",28
"2021-08-17","berry-club",11
"2021-08-17","skyward-finance",195
"2021-08-17","sputnik-dao",13
"2021-08-17","pluminite",6
"2021-08-17","metamon",6
"2021-08-17","mintbase",24
"2021-08-17","pixel-party",5
"2021-08-17","3d-corgis",1
"2021-08-18","nft-hiphop",4
"2021-08-18","near-bet",4
"2021-08-18","galaxy-online",7
"2021-08-18","near-crowd",36
"2021-08-18","paras",30
"2021-08-18","learn-near-club",413
"2021-08-18","berry-club",9
"2021-08-18","skyward-finance",455
"2021-08-18","sputnik-dao",14
"2021-08-18","pluminite",3
"2021-08-18","metamon",7
"2021-08-18","mintbase",21
"2021-08-18","pixel-party",8
"2021-08-18","3d-corgis",2
"2021-08-19","nft-hiphop",4
"2021-08-19","near-bet",3
"2021-08-19","galaxy-online",4
"2021-08-19","near-crowd",31
"2021-08-19","paras",28
"2021-08-19","learn-near-club",180
"2021-08-19","berry-club",10
"2021-08-19","skyward-finance",303
"2021-08-19","sputnik-dao",19
"2021-08-19","pluminite",2
"2021-08-19","berry-cards",3
"2021-08-19","metamon",9
"2021-08-19","mintbase",24
"2021-08-19","pixel-party",3
"2021-08-19","3d-corgis",1
"2021-08-20","nft-hiphop",2
"2021-08-20","near-bet",5
"2021-08-20","galaxy-online",9
"2021-08-20","near-crowd",19
"2021-08-20","paras",27
"2021-08-20","learn-near-club",229
"2021-08-20","berry-club",6
"2021-08-20","skyward-finance",407
"2021-08-20","sputnik-dao",10
"2021-08-20","pluminite",2
"2021-08-20","metamon",11
"2021-08-20","berry-cards",5
"2021-08-20","mintbase",16
"2021-08-20","pixel-party",5
"2021-08-20","3d-corgis",1
"2021-08-21","nft-hiphop",2
"2021-08-21","near-bet",2
"2021-08-21","galaxy-online",5
"2021-08-21","near-crowd",28
"2021-08-21","learn-near-club",79
"2021-08-21","paras",28
"2021-08-21","berry-club",16
"2021-08-21","skyward-finance",648
"2021-08-21","sputnik-dao",7
"2021-08-21","pluminite",4
"2021-08-21","metamon",10
"2021-08-21","berry-cards",5
"2021-08-21","mintbase",14
"2021-08-21","pixel-party",14
"2021-08-21","ref-finance",2
"2021-08-21","3d-corgis",8
"2021-08-22","nft-hiphop",1
"2021-08-22","near-bet",8
"2021-08-22","Meta-Pool",2
"2021-08-22","galaxy-online",5
"2021-08-22","near-crowd",28
"2021-08-22","learn-near-club",53
"2021-08-22","paras",86
"2021-08-22","berry-club",17
"2021-08-22","skyward-finance",1152
"2021-08-22","sputnik-dao",10
"2021-08-22","pluminite",14
"2021-08-22","metamon",12
"2021-08-22","berry-cards",1
"2021-08-22","mintbase",19
"2021-08-22","pixel-party",10
"2021-08-22","ref-finance",124
"2021-08-23","nft-hiphop",4
"2021-08-23","near-bet",3
"2021-08-23","Meta-Pool",475
"2021-08-23","galaxy-online",5
"2021-08-23","near-crowd",18
"2021-08-23","paras",108
"2021-08-23","learn-near-club",20
"2021-08-23","berry-club",14
"2021-08-23","skyward-finance",503
"2021-08-23","sputnik-dao",10
"2021-08-23","pluminite",3
"2021-08-23","berry-cards",3
"2021-08-23","metamon",10
"2021-08-23","mintbase",58
"2021-08-23","pixel-party",7
"2021-08-23","ref-finance",308
"2021-08-23","3d-corgis",10
"2021-08-24","nft-hiphop",1
"2021-08-24","Meta-Pool",364
"2021-08-24","galaxy-online",5
"2021-08-24","near-crowd",23
"2021-08-24","learn-near-club",22
"2021-08-24","paras",57
"2021-08-24","berry-club",10
"2021-08-24","skyward-finance",288
"2021-08-24","sputnik-dao",8
"2021-08-24","pluminite",3
"2021-08-24","metamon",5
"2021-08-24","berry-cards",5
"2021-08-24","mintbase",29
"2021-08-24","pixel-party",5
"2021-08-24","ref-finance",160
"2021-08-24","3d-corgis",1
"2021-08-25","nft-hiphop",2
"2021-08-25","near-bet",2
"2021-08-25","Meta-Pool",159
"2021-08-25","galaxy-online",4
"2021-08-25","near-crowd",22
"2021-08-25","learn-near-club",26
"2021-08-25","paras",34
"2021-08-25","berry-club",12
"2021-08-25","skyward-finance",814
"2021-08-25","sputnik-dao",10
"2021-08-25","pluminite",3
"2021-08-25","metamon",3
"2021-08-25","berry-cards",2
"2021-08-25","mintbase",33
"2021-08-25","pixel-party",3
"2021-08-25","ref-finance",160
"2021-08-25","3d-corgis",2
"2021-08-26","nft-hiphop",1
"2021-08-26","near-bet",4
"2021-08-26","Meta-Pool",104
"2021-08-26","galaxy-online",7
"2021-08-26","near-crowd",21
"2021-08-26","paras",266
"2021-08-26","learn-near-club",45
"2021-08-26","berry-club",11
"2021-08-26","skyward-finance",439
"2021-08-26","sputnik-dao",12
"2021-08-26","pluminite",2
"2021-08-26","metamon",5
"2021-08-26","berry-cards",1
"2021-08-26","mintbase",51
"2021-08-26","pixel-party",11
"2021-08-26","ref-finance",226
"2021-08-27","nft-hiphop",2
"2021-08-27","near-bet",6
"2021-08-27","Meta-Pool",67
"2021-08-27","galaxy-online",6
"2021-08-27","near-crowd",38
"2021-08-27","paras",87
"2021-08-27","learn-near-club",59
"2021-08-27","berry-club",18
"2021-08-27","skyward-finance",533
"2021-08-27","sputnik-dao",11
"2021-08-27","pluminite",5
"2021-08-27","metamon",13
"2021-08-27","berry-cards",3
"2021-08-27","mintbase",56
"2021-08-27","pixel-party",12
"2021-08-27","ref-finance",299
