"collected_for_day","entity_id","new_entity_accounts_count"
"2021-08-27","3d-corgis",2
"2021-08-28","nft-hiphop",7
"2021-08-28","near-bet",5
"2021-08-28","Meta-Pool",62
"2021-08-28","galaxy-online",5
"2021-08-28","near-crowd",27
"2021-08-28","learn-near-club",54
"2021-08-28","paras",98
"2021-08-28","berry-club",5
"2021-08-28","skyward-finance",549
"2021-08-28","sputnik-dao",14
"2021-08-28","pluminite",14
"2021-08-28","berry-cards",6
"2021-08-28","metamon",13
"2021-08-28","mintbase",55
"2021-08-28","pixel-party",11
"2021-08-28","ref-finance",390
"2021-08-28","3d-corgis",3
"2021-08-29","nft-hiphop",1
"2021-08-29","near-bet",3
"2021-08-29","Meta-Pool",48
"2021-08-29","galaxy-online",7
"2021-08-29","near-crowd",39
"2021-08-29","paras",67
"2021-08-29","learn-near-club",24
"2021-08-29","berry-club",12
"2021-08-29","skyward-finance",212
"2021-08-29","sputnik-dao",11
"2021-08-29","pluminite",4
"2021-08-29","metamon",19
"2021-08-29","berry-cards",4
"2021-08-29","mintbase",35
"2021-08-29","pixel-party",16
"2021-08-29","ref-finance",553
"2021-08-29","3d-corgis",3
"2021-08-30","nft-hiphop",2
"2021-08-30","Meta-Pool",46
"2021-08-30","galaxy-online",5
"2021-08-30","near-crowd",34
"2021-08-30","learn-near-club",29
"2021-08-30","paras",47
"2021-08-30","berry-club",11
"2021-08-30","skyward-finance",176
"2021-08-30","sputnik-dao",5
"2021-08-30","pluminite",8
"2021-08-30","metamon",8
"2021-08-30","berry-cards",3
"2021-08-30","mintbase",92
"2021-08-30","pixel-party",9
"2021-08-30","ref-finance",438
"2021-08-30","3d-corgis",1
"2021-08-31","nft-hiphop",5
"2021-08-31","near-bet",2
"2021-08-31","Meta-Pool",90
"2021-08-31","galaxy-online",5
"2021-08-31","near-crowd",25
"2021-08-31","learn-near-club",19
"2021-08-31","paras",75
"2021-08-31","berry-club",10
"2021-08-31","skyward-finance",1172
"2021-08-31","sputnik-dao",5
"2021-08-31","pluminite",8
"2021-08-31","berry-cards",1
"2021-08-31","metamon",8
"2021-08-31","mintbase",97
"2021-08-31","pixel-party",10
"2021-08-31","ref-finance",261
"2021-08-31","3d-corgis",1
"2021-09-01","nft-hiphop",5
"2021-09-01","near-bet",3
"2021-09-01","Meta-Pool",60
"2021-09-01","galaxy-online",5
"2021-09-01","near-crowd",43
"2021-09-01","paras",39
"2021-09-01","learn-near-club",16
"2021-09-01","berry-club",9
"2021-09-01","skyward-finance",5584
"2021-09-01","sputnik-dao",15
"2021-09-01","pluminite",7
"2021-09-01","berry-cards",6
"2021-09-01","metamon",11
"2021-09-01","mintbase",58
"2021-09-01","pixel-party",3
"2021-09-01","ref-finance",885
"2021-09-01","3d-corgis",5
"2021-09-02","nft-hiphop",5
"2021-09-02","near-bet",5
"2021-09-02","Meta-Pool",61
"2021-09-02","galaxy-online",5
"2021-09-02","near-crowd",56
"2021-09-02","learn-near-club",25
"2021-09-02","paras",50
"2021-09-02","berry-club",17
"2021-09-02","skyward-finance",1424
"2021-09-02","sputnik-dao",28
"2021-09-02","pluminite",7
"2021-09-02","metamon",2
"2021-09-02","mintbase",46
"2021-09-02","pixel-party",5
"2021-09-02","ref-finance",349
"2021-09-02","3d-corgis",2
"2021-09-03","nft-hiphop",8
"2021-09-03","near-bet",6
"2021-09-03","Meta-Pool",70
"2021-09-03","galaxy-online",8
"2021-09-03","near-crowd",44
"2021-09-03","learn-near-club",33
"2021-09-03","berry-club",23
"2021-09-03","skyward-finance",889
"2021-09-03","sputnik-dao",11
"2021-09-03","pluminite",9
"2021-09-03","metamon",20
"2021-09-03","berry-cards",5
"2021-09-03","mintbase",35
"2021-09-03","pixel-party",6
"2021-09-03","ref-finance",887
"2021-09-03","3d-corgis",5
"2021-09-04","nft-hiphop",1
"2021-09-04","near-bet",8
"2021-09-04","Meta-Pool",69
"2021-09-04","galaxy-online",3
"2021-09-04","near-crowd",31
"2021-09-04","learn-near-club",15
"2021-09-04","berry-club",17
"2021-09-04","skyward-finance",468
"2021-09-04","sputnik-dao",6
"2021-09-04","pluminite",6
"2021-09-04","metamon",13
"2021-09-04","berry-cards",3
"2021-09-04","mintbase",42
"2021-09-04","pixel-party",8
"2021-09-04","ref-finance",528
"2021-09-04","3d-corgis",6
"2021-09-05","nft-hiphop",2
"2021-09-05","near-bet",3
"2021-09-05","Meta-Pool",89
"2021-09-05","galaxy-online",5
"2021-09-05","near-crowd",26
"2021-09-05","learn-near-club",9
"2021-09-05","berry-club",11
"2021-09-05","skyward-finance",160
"2021-09-05","sputnik-dao",5
"2021-09-05","pluminite",8
"2021-09-05","berry-cards",5
"2021-09-05","metamon",5
"2021-09-05","mintbase",57
"2021-09-05","pixel-party",11
"2021-09-05","ref-finance",463
"2021-09-05","3d-corgis",7
"2021-09-06","nft-hiphop",2
"2021-09-06","near-bet",3
"2021-09-06","Meta-Pool",80
"2021-09-06","galaxy-online",1
"2021-09-06","near-crowd",42
"2021-09-06","learn-near-club",34
"2021-09-06","berry-club",15
"2021-09-06","skyward-finance",243
"2021-09-06","sputnik-dao",18
"2021-09-06","pluminite",15
"2021-09-06","berry-cards",7
"2021-09-06","metamon",7
"2021-09-06","mintbase",43
"2021-09-06","pixel-party",6
"2021-09-06","ref-finance",248
"2021-09-06","3d-corgis",5
"2021-09-07","nft-hiphop",2
"2021-09-07","near-bet",2
"2021-09-07","Meta-Pool",101
"2021-09-07","galaxy-online",7
"2021-09-07","near-crowd",56
"2021-09-07","learn-near-club",21
"2021-09-07","berry-club",18
"2021-09-07","skyward-finance",129
"2021-09-07","sputnik-dao",11
"2021-09-07","pluminite",9
"2021-09-07","berry-cards",6
"2021-09-07","metamon",8
"2021-09-07","mintbase",36
"2021-09-07","pixel-party",5
"2021-09-07","ref-finance",271
"2021-09-07","3d-corgis",2
"2021-09-08","nft-hiphop",5
"2021-09-08","near-bet",12
"2021-09-08","Meta-Pool",252
"2021-09-08","galaxy-online",14
"2021-09-08","near-crowd",71
"2021-09-08","learn-near-club",41
"2021-09-08","berry-club",40
"2021-09-08","skyward-finance",487
"2021-09-08","sputnik-dao",21
"2021-09-08","pluminite",7
"2021-09-08","berry-cards",14
"2021-09-08","metamon",21
"2021-09-08","mintbase",62
"2021-09-08","pixel-party",17
"2021-09-08","ref-finance",1129
"2021-09-08","3d-corgis",10
"2021-09-09","nft-hiphop",2
"2021-09-09","near-bet",14
"2021-09-09","Meta-Pool",338
"2021-09-09","galaxy-online",11
"2021-09-09","near-crowd",47
"2021-09-09","learn-near-club",39
"2021-09-09","berry-club",38
"2021-09-09","skyward-finance",291
"2021-09-09","sputnik-dao",13
"2021-09-09","pluminite",13
"2021-09-09","metamon",35
"2021-09-09","berry-cards",17
"2021-09-09","mintbase",96
"2021-09-09","pixel-party",22
"2021-09-09","ref-finance",725
"2021-09-09","3d-corgis",7
"2021-09-10","nft-hiphop",4
"2021-09-10","near-bet",11
"2021-09-10","Meta-Pool",232
"2021-09-10","galaxy-online",12
"2021-09-10","near-crowd",25
"2021-09-10","learn-near-club",28
"2021-09-10","berry-club",34
"2021-09-10","skyward-finance",121
"2021-09-10","sputnik-dao",14
"2021-09-10","pluminite",4
"2021-09-10","berry-cards",5
"2021-09-10","metamon",8
"2021-09-10","mintbase",72
"2021-09-10","pixel-party",11
"2021-09-10","ref-finance",437
"2021-09-10","3d-corgis",1
"2021-09-11","nft-hiphop",4
"2021-09-11","near-bet",5
"2021-09-11","Meta-Pool",124
"2021-09-11","galaxy-online",11
"2021-09-11","near-crowd",46
"2021-09-11","learn-near-club",88
"2021-09-11","skyward-finance",103
"2021-09-11","berry-club",58
"2021-09-11","sputnik-dao",16
"2021-09-11","pluminite",7
"2021-09-11","metamon",11
"2021-09-11","berry-cards",4
"2021-09-11","mintbase",40
"2021-09-11","pixel-party",9
"2021-09-11","ref-finance",413
"2021-09-11","3d-corgis",1
"2021-09-12","nft-hiphop",1
"2021-09-12","near-bet",7
"2021-09-12","Meta-Pool",207
"2021-09-12","galaxy-online",3
"2021-09-12","near-crowd",38
"2021-09-12","learn-near-club",49
"2021-09-12","berry-club",52
"2021-09-12","skyward-finance",114
"2021-09-12","sputnik-dao",1
"2021-09-12","pluminite",6
"2021-09-12","metamon",4
"2021-09-12","berry-cards",5
"2021-09-12","mintbase",44
"2021-09-12","pixel-party",5
"2021-09-12","ref-finance",386
"2021-09-12","3d-corgis",2
"2021-09-13","nft-hiphop",2
"2021-09-13","near-bet",12
"2021-09-13","Meta-Pool",104
"2021-09-13","galaxy-online",7
"2021-09-13","near-crowd",43
"2021-09-13","learn-near-club",51
"2021-09-13","skyward-finance",167
"2021-09-13","berry-club",12
"2021-09-13","sputnik-dao",5
"2021-09-13","pluminite",3
"2021-09-13","berry-cards",2
"2021-09-13","metamon",11
"2021-09-13","mintbase",29
"2021-09-13","pixel-party",3
"2021-09-13","ref-finance",300
"2021-09-14","nft-hiphop",1
"2021-09-14","near-bet",8
"2021-09-14","Meta-Pool",52
"2021-09-14","galaxy-online",8
"2021-09-14","near-crowd",31
"2021-09-14","learn-near-club",40
"2021-09-14","berry-club",14
"2021-09-14","skyward-finance",551
"2021-09-14","sputnik-dao",18
"2021-09-14","pluminite",2
"2021-09-14","berry-cards",4
"2021-09-14","metamon",8
"2021-09-14","mintbase",55
"2021-09-14","pixel-party",10
"2021-09-14","ref-finance",336
"2021-09-14","3d-corgis",2
"2021-09-15","nft-hiphop",3
"2021-09-15","near-bet",3
"2021-09-15","Meta-Pool",54
"2021-09-15","galaxy-online",6
"2021-09-15","near-crowd",36
"2021-09-15","learn-near-club",35
"2021-09-15","berry-club",24
"2021-09-15","skyward-finance",501
"2021-09-15","sputnik-dao",15
"2021-09-15","pluminite",5
"2021-09-15","berry-cards",3
"2021-09-15","metamon",4
"2021-09-15","mintbase",35
"2021-09-15","pixel-party",6
"2021-09-15","ref-finance",265
"2021-09-15","3d-corgis",2
"2021-09-16","nft-hiphop",5
"2021-09-16","near-bet",8
"2021-09-16","Meta-Pool",49
"2021-09-16","galaxy-online",3
"2021-09-16","near-crowd",19
"2021-09-16","learn-near-club",54
"2021-09-16","berry-club",8
"2021-09-16","skyward-finance",538
"2021-09-16","sputnik-dao",12
"2021-09-16","pluminite",8
"2021-09-16","berry-cards",4
"2021-09-16","metamon",5
"2021-09-16","mintbase",29
"2021-09-16","pixel-party",9
"2021-09-16","ref-finance",257
"2021-09-16","3d-corgis",2
"2021-09-17","nft-hiphop",2
"2021-09-17","near-bet",4
"2021-09-17","Meta-Pool",48
"2021-09-17","galaxy-online",5
"2021-09-17","near-crowd",32
"2021-09-17","learn-near-club",133
"2021-09-17","berry-club",11
"2021-09-17","skyward-finance",535
"2021-09-17","sputnik-dao",8
"2021-09-17","pluminite",3
"2021-09-17","berry-cards",5
"2021-09-17","metamon",21
"2021-09-17","mintbase",48
"2021-09-17","pixel-party",1
"2021-09-17","ref-finance",244
"2021-09-17","3d-corgis",4
"2021-09-18","nft-hiphop",2
"2021-09-18","near-bet",3
"2021-09-18","Meta-Pool",210
"2021-09-18","galaxy-online",8
"2021-09-18","near-crowd",32
"2021-09-18","learn-near-club",199
"2021-09-18","berry-club",10
"2021-09-18","skyward-finance",841
"2021-09-18","sputnik-dao",3
"2021-09-18","pluminite",5
"2021-09-18","berry-cards",1
"2021-09-18","metamon",33
"2021-09-18","mintbase",29
"2021-09-18","pixel-party",5
"2021-09-18","ref-finance",665
"2021-09-18","3d-corgis",1
"2021-09-19","nft-hiphop",2
"2021-09-19","near-bet",6
"2021-09-19","Meta-Pool",166
"2021-09-19","galaxy-online",3
"2021-09-19","near-crowd",35
"2021-09-19","learn-near-club",83
"2021-09-19","berry-club",21
"2021-09-19","skyward-finance",733
"2021-09-19","sputnik-dao",11
"2021-09-19","pluminite",8
"2021-09-19","berry-cards",1
"2021-09-19","metamon",18
"2021-09-19","mintbase",47
"2021-09-19","pixel-party",6
"2021-09-19","ref-finance",582
"2021-09-19","3d-corgis",1
"2021-09-20","near-bet",7
"2021-09-20","Meta-Pool",124
"2021-09-20","galaxy-online",8
"2021-09-20","near-crowd",39
"2021-09-20","learn-near-club",33
"2021-09-20","berry-club",12
"2021-09-20","skyward-finance",917
"2021-09-20","sputnik-dao",6
"2021-09-20","pluminite",3
"2021-09-20","berry-cards",5
"2021-09-20","metamon",13
"2021-09-20","mintbase",141
"2021-09-20","pixel-party",5
"2021-09-20","ref-finance",517
"2021-09-20","3d-corgis",5
"2021-09-21","nft-hiphop",2
"2021-09-21","near-bet",4
"2021-09-21","Meta-Pool",101
"2021-09-21","galaxy-online",5
"2021-09-21","near-crowd",36
"2021-09-21","learn-near-club",25
"2021-09-21","berry-club",10
"2021-09-21","skyward-finance",559
"2021-09-21","sputnik-dao",7
"2021-09-21","pluminite",5
"2021-09-21","berry-cards",1
"2021-09-21","metamon",20
"2021-09-21","mintbase",297
"2021-09-21","pixel-party",1
"2021-09-21","ref-finance",432
"2021-09-21","3d-corgis",1
"2021-09-22","nft-hiphop",3
"2021-09-22","near-bet",5
"2021-09-22","Meta-Pool",108
"2021-09-22","galaxy-online",8
"2021-09-22","near-crowd",40
"2021-09-22","learn-near-club",31
"2021-09-22","berry-club",11
"2021-09-22","skyward-finance",381
"2021-09-22","sputnik-dao",8
"2021-09-22","pluminite",8
"2021-09-22","metamon",9
"2021-09-22","mintbase",135
"2021-09-22","pixel-party",4
"2021-09-22","ref-finance",362
"2021-09-22","3d-corgis",3
"2021-09-23","nft-hiphop",4
"2021-09-23","near-bet",7
"2021-09-23","Meta-Pool",86
"2021-09-23","galaxy-online",8
"2021-09-23","near-crowd",28
"2021-09-23","learn-near-club",36
"2021-09-23","berry-club",21
"2021-09-23","skyward-finance",411
"2021-09-23","sputnik-dao",7
"2021-09-23","pluminite",2
"2021-09-23","berry-cards",2
"2021-09-23","metamon",17
"2021-09-23","mintbase",80
"2021-09-23","pixel-party",7
"2021-09-23","ref-finance",403
"2021-09-23","3d-corgis",5
"2021-09-24","nft-hiphop",1
"2021-09-24","near-bet",4
"2021-09-24","Meta-Pool",55
"2021-09-24","galaxy-online",14
"2021-09-24","near-crowd",33
"2021-09-24","learn-near-club",27
"2021-09-24","berry-club",12
"2021-09-24","skyward-finance",296
"2021-09-24","sputnik-dao",9
"2021-09-24","pluminite",5
"2021-09-24","berry-cards",4
"2021-09-24","metamon",11
"2021-09-24","mintbase",88
"2021-09-24","pixel-party",7
"2021-09-24","ref-finance",1528
"2021-09-24","3d-corgis",1
"2021-09-25","nft-hiphop",2
"2021-09-25","near-bet",4
"2021-09-25","Meta-Pool",84
"2021-09-25","galaxy-online",15
"2021-09-25","near-crowd",30
"2021-09-25","learn-near-club",33
"2021-09-25","berry-club",31
"2021-09-25","skyward-finance",198
"2021-09-25","sputnik-dao",29
"2021-09-25","pluminite",4
"2021-09-25","berry-cards",6
"2021-09-25","metamon",26
"2021-09-25","mintbase",67
"2021-09-25","pixel-party",5
"2021-09-25","ref-finance",2872
"2021-09-25","3d-corgis",7
"2021-09-26","nft-hiphop",1
"2021-09-26","near-bet",10
"2021-09-26","Meta-Pool",53
"2021-09-26","galaxy-online",15
"2021-09-26","near-crowd",39
"2021-09-26","learn-near-club",34
"2021-09-26","berry-club",40
"2021-09-26","skyward-finance",174
"2021-09-26","sputnik-dao",22
"2021-09-26","pluminite",4
"2021-09-26","berry-cards",3
"2021-09-26","metamon",20
"2021-09-26","mintbase",60
"2021-09-26","pixel-party",9
"2021-09-26","ref-finance",3362
"2021-09-26","3d-corgis",2
"2021-09-27","near-bet",8
"2021-09-27","Meta-Pool",50
"2021-09-27","galaxy-online",9
"2021-09-27","near-crowd",33
"2021-09-27","learn-near-club",40
"2021-09-27","berry-club",17
"2021-09-27","skyward-finance",120
"2021-09-27","sputnik-dao",20
"2021-09-27","pluminite",4
"2021-09-27","berry-cards",2
"2021-09-27","metamon",15
"2021-09-27","mintbase",54
"2021-09-27","pixel-party",5
"2021-09-27","ref-finance",784
"2021-09-27","3d-corgis",5
"2021-09-28","nft-hiphop",3
"2021-09-28","near-bet",4
"2021-09-28","Meta-Pool",48
"2021-09-28","galaxy-online",10
"2021-09-28","near-crowd",27
"2021-09-28","learn-near-club",36
"2021-09-28","berry-club",16
"2021-09-28","skyward-finance",136
"2021-09-28","sputnik-dao",14
"2021-09-28","pluminite",4
"2021-09-28","berry-cards",2
"2021-09-28","metamon",13
"2021-09-28","mintbase",45
"2021-09-28","pixel-party",8
"2021-09-28","ref-finance",416
"2021-09-28","3d-corgis",4
"2021-09-29","nft-hiphop",1
"2021-09-29","near-bet",4
"2021-09-29","Meta-Pool",37
"2021-09-29","galaxy-online",10
"2021-09-29","near-crowd",25
"2021-09-29","learn-near-club",166
"2021-09-29","berry-club",14
"2021-09-29","skyward-finance",76
"2021-09-29","sputnik-dao",14
"2021-09-29","pluminite",5
"2021-09-29","berry-cards",4
"2021-09-29","metamon",11
"2021-09-29","mintbase",51
"2021-09-29","pixel-party",8
"2021-09-29","ref-finance",311
"2021-09-29","3d-corgis",2
"2021-09-30","nft-hiphop",2
"2021-09-30","near-bet",2
"2021-09-30","Meta-Pool",46
"2021-09-30","galaxy-online",7
"2021-09-30","near-crowd",35
"2021-09-30","learn-near-club",179
"2021-09-30","berry-club",16
"2021-09-30","skyward-finance",130
"2021-09-30","sputnik-dao",13
"2021-09-30","pluminite",2
"2021-09-30","berry-cards",1
"2021-09-30","metamon",14
"2021-09-30","mintbase",58
"2021-09-30","pixel-party",3
"2021-09-30","ref-finance",305
"2021-09-30","3d-corgis",1
"2021-10-01","near-bet",8
"2021-10-01","chainscore",1
"2021-10-01","Meta-Pool",59
"2021-10-01","galaxy-online",5
"2021-10-01","near-crowd",30
"2021-10-01","learn-near-club",170
"2021-10-01","berry-club",17
"2021-10-01","skyward-finance",101
"2021-10-01","sputnik-dao",15
"2021-10-01","pluminite",4
"2021-10-01","berry-cards",1
"2021-10-01","metamon",19
"2021-10-01","mintbase",47
"2021-10-01","pixel-party",14
"2021-10-01","ref-finance",262
"2021-10-01","3d-corgis",3
"2021-10-02","near-bet",7
"2021-10-02","Meta-Pool",221
"2021-10-02","galaxy-online",8
"2021-10-02","near-crowd",24
"2021-10-02","learn-near-club",362
"2021-10-02","berry-club",50
"2021-10-02","skyward-finance",61
"2021-10-02","sputnik-dao",30
"2021-10-02","pluminite",3
"2021-10-02","metamon",21
"2021-10-02","berry-cards",6
"2021-10-02","mintbase",53
"2021-10-02","pixel-party",8
"2021-10-02","ref-finance",351
"2021-10-02","3d-corgis",1
"2021-10-03","nft-hiphop",3
"2021-10-03","near-bet",8
"2021-10-03","Meta-Pool",397
"2021-10-03","galaxy-online",15
"2021-10-03","near-crowd",26
"2021-10-03","paras",1
"2021-10-03","learn-near-club",452
"2021-10-03","skyward-finance",73
"2021-10-03","berry-club",59
"2021-10-03","sputnik-dao",16
"2021-10-03","pluminite",7
"2021-10-03","berry-cards",5
"2021-10-03","metamon",18
"2021-10-03","mintbase",61
"2021-10-03","pixel-party",9
"2021-10-03","ref-finance",586
"2021-10-03","3d-corgis",1
"2021-10-04","nft-hiphop",5
"2021-10-04","near-bet",7
"2021-10-04","Meta-Pool",744
"2021-10-04","galaxy-online",15
"2021-10-04","near-crowd",32
"2021-10-04","learn-near-club",452
"2021-10-04","berry-club",43
"2021-10-04","skyward-finance",64
"2021-10-04","sputnik-dao",18
"2021-10-04","pluminite",9
"2021-10-04","metamon",32
"2021-10-04","berry-cards",4
"2021-10-04","mintbase",41
"2021-10-04","pixel-party",20
"2021-10-04","ref-finance",957
"2021-10-04","3d-corgis",3
"2021-10-05","nft-hiphop",5
"2021-10-05","near-bet",9
"2021-10-05","Meta-Pool",543
"2021-10-05","galaxy-online",22
"2021-10-05","near-crowd",35
"2021-10-05","learn-near-club",417
"2021-10-05","berry-club",59
"2021-10-05","skyward-finance",217
"2021-10-05","sputnik-dao",24
"2021-10-05","pluminite",5
"2021-10-05","berry-cards",2
"2021-10-05","metamon",49
"2021-10-05","mintbase",53
"2021-10-05","pixel-party",73
"2021-10-05","ref-finance",1138
"2021-10-05","3d-corgis",4
"2021-10-06","nft-hiphop",3
"2021-10-06","near-bet",1
"2021-10-06","Meta-Pool",293
"2021-10-06","galaxy-online",14
"2021-10-06","near-crowd",20
"2021-10-06","learn-near-club",396
"2021-10-06","berry-club",28
"2021-10-06","skyward-finance",46
"2021-10-06","sputnik-dao",16
"2021-10-06","pluminite",7
"2021-10-06","berry-cards",6
"2021-10-06","metamon",34
"2021-10-06","mintbase",147
"2021-10-06","pixel-party",30
"2021-10-06","ref-finance",796
"2021-10-07","nft-hiphop",1
"2021-10-07","near-bet",9
"2021-10-07","Meta-Pool",265
"2021-10-07","galaxy-online",16
"2021-10-07","near-crowd",30
"2021-10-07","learn-near-club",305
"2021-10-07","berry-club",44
"2021-10-07","skyward-finance",50
"2021-10-07","sputnik-dao",20
"2021-10-07","pluminite",7
"2021-10-07","berry-cards",3
"2021-10-07","metamon",20
"2021-10-07","mintbase",58
"2021-10-07","pixel-party",18
"2021-10-07","ref-finance",659
"2021-10-07","3d-corgis",3
"2021-10-08","nft-hiphop",2
"2021-10-08","near-bet",8
"2021-10-08","Meta-Pool",191
"2021-10-08","galaxy-online",16
"2021-10-08","near-crowd",17
"2021-10-08","learn-near-club",312
"2021-10-08","berry-club",33
"2021-10-08","skyward-finance",74
"2021-10-08","sputnik-dao",13
"2021-10-08","pluminite",5
"2021-10-08","berry-cards",7
"2021-10-08","metamon",26
"2021-10-08","mintbase",55
"2021-10-08","pixel-party",13
"2021-10-08","ref-finance",975
"2021-10-08","3d-corgis",1
"2021-10-09","nft-hiphop",1
"2021-10-09","near-bet",3
"2021-10-09","Meta-Pool",160
"2021-10-09","galaxy-online",8
"2021-10-09","near-crowd",14
"2021-10-09","learn-near-club",364
"2021-10-09","berry-club",38
"2021-10-09","skyward-finance",136
"2021-10-09","sputnik-dao",6
"2021-10-09","pluminite",5
"2021-10-09","berry-cards",9
"2021-10-09","metamon",59
"2021-10-09","mintbase",58
"2021-10-09","pixel-party",16
"2021-10-09","ref-finance",860
"2021-10-09","3d-corgis",4
"2021-10-10","nft-hiphop",3
"2021-10-10","near-bet",10
"2021-10-10","Meta-Pool",187
"2021-10-10","galaxy-online",7
"2021-10-10","near-crowd",17
"2021-10-10","learn-near-club",276
"2021-10-10","berry-club",26
"2021-10-10","skyward-finance",36
"2021-10-10","sputnik-dao",5
"2021-10-10","pluminite",3
"2021-10-10","berry-cards",3
"2021-10-10","metamon",91
"2021-10-10","mintbase",51
"2021-10-10","pixel-party",4
"2021-10-10","ref-finance",467
"2021-10-10","3d-corgis",1
"2021-10-11","nft-hiphop",3
"2021-10-11","near-bet",7
"2021-10-11","Meta-Pool",150
"2021-10-11","galaxy-online",6
"2021-10-11","near-crowd",24
"2021-10-11","learn-near-club",239
"2021-10-11","skyward-finance",40
"2021-10-11","berry-club",16
"2021-10-11","sputnik-dao",13
"2021-10-11","pluminite",5
"2021-10-11","berry-cards",2
"2021-10-11","metamon",66
"2021-10-11","mintbase",55
"2021-10-11","pixel-party",12
"2021-10-11","ref-finance",498
"2021-10-11","3d-corgis",4
"2021-10-12","nft-hiphop",1
"2021-10-12","near-bet",4
"2021-10-12","Meta-Pool",270
"2021-10-12","galaxy-online",8
"2021-10-12","near-crowd",18
"2021-10-12","learn-near-club",304
"2021-10-12","skyward-finance",31
"2021-10-12","berry-club",10
"2021-10-12","sputnik-dao",16
"2021-10-12","pluminite",3
"2021-10-12","metamon",46
"2021-10-12","mintbase",113
"2021-10-12","pixel-party",9
"2021-10-12","ref-finance",421
"2021-10-12","3d-corgis",2
"2021-10-13","nft-hiphop",3
"2021-10-13","near-bet",5
"2021-10-13","Meta-Pool",202
"2021-10-13","galaxy-online",9
"2021-10-13","near-crowd",74
"2021-10-13","learn-near-club",286
"2021-10-13","berry-club",15
"2021-10-13","skyward-finance",33
"2021-10-13","sputnik-dao",16
"2021-10-13","pluminite",9
"2021-10-13","berry-cards",2
"2021-10-13","metamon",95
"2021-10-13","mintbase",246
"2021-10-13","pixel-party",9
"2021-10-13","ref-finance",443
"2021-10-14","nft-hiphop",3
"2021-10-14","near-bet",1
"2021-10-14","Meta-Pool",95
"2021-10-14","galaxy-online",14
"2021-10-14","near-crowd",57
"2021-10-14","learn-near-club",387
"2021-10-14","berry-club",14
"2021-10-14","skyward-finance",34
"2021-10-14","sputnik-dao",13
"2021-10-14","pluminite",4
"2021-10-14","berry-cards",3
"2021-10-14","metamon",126
"2021-10-14","mintbase",180
"2021-10-14","roketo",47
"2021-10-14","pixel-party",6
"2021-10-14","ref-finance",427
"2021-10-14","3d-corgis",2
"2021-10-15","nft-hiphop",1
"2021-10-15","near-bet",5
"2021-10-15","Meta-Pool",75
"2021-10-15","galaxy-online",8
"2021-10-15","near-crowd",67
"2021-10-15","learn-near-club",272
"2021-10-15","berry-club",8
"2021-10-15","skyward-finance",154
"2021-10-15","sputnik-dao",14
"2021-10-15","pluminite",5
"2021-10-15","berry-cards",3
"2021-10-15","metamon",57
"2021-10-15","mintbase",111
"2021-10-15","roketo",315
"2021-10-15","pixel-party",9
"2021-10-15","ref-finance",897
"2021-10-15","3d-corgis",1
"2021-10-16","nft-hiphop",4
"2021-10-16","near-bet",6
"2021-10-16","Meta-Pool",74
"2021-10-16","galaxy-online",6
"2021-10-16","near-crowd",52
"2021-10-16","learn-near-club",191
"2021-10-16","berry-club",22
"2021-10-16","skyward-finance",45
"2021-10-16","sputnik-dao",6
"2021-10-16","pluminite",6
"2021-10-16","berry-cards",5
"2021-10-16","metamon",36
"2021-10-16","mintbase",53
"2021-10-16","roketo",101
"2021-10-16","pixel-party",13
"2021-10-16","ref-finance",2356
"2021-10-16","3d-corgis",4
"2021-10-17","near-bet",2
"2021-10-17","Meta-Pool",56
"2021-10-17","galaxy-online",8
"2021-10-17","near-crowd",47
"2021-10-17","learn-near-club",89
"2021-10-17","skyward-finance",42
"2021-10-17","berry-club",9
"2021-10-17","sputnik-dao",6
"2021-10-17","pluminite",2
"2021-10-17","berry-cards",3
"2021-10-17","metamon",37
"2021-10-17","mintbase",67
"2021-10-17","roketo",74
"2021-10-17","pixel-party",6
"2021-10-17","ref-finance",908
"2021-10-17","3d-corgis",1
"2021-10-18","nft-hiphop",4
"2021-10-18","near-bet",5
"2021-10-18","Meta-Pool",152
"2021-10-18","galaxy-online",9
"2021-10-18","near-crowd",69
"2021-10-18","learn-near-club",103
"2021-10-18","berry-club",10
"2021-10-18","skyward-finance",164
"2021-10-18","sputnik-dao",11
"2021-10-18","pluminite",8
"2021-10-18","berry-cards",1
"2021-10-18","metamon",32
"2021-10-18","mintbase",181
"2021-10-18","roketo",69
"2021-10-18","pixel-party",9
"2021-10-18","ref-finance",661
"2021-10-18","3d-corgis",3
"2021-10-19","nft-hiphop",4
"2021-10-19","near-bet",4
"2021-10-19","Meta-Pool",136
"2021-10-19","galaxy-online",17
"2021-10-19","near-crowd",50
"2021-10-19","learn-near-club",104
"2021-10-19","skyward-finance",56
"2021-10-19","berry-club",23
"2021-10-19","sputnik-dao",10
"2021-10-19","pluminite",1
"2021-10-19","metamon",30
"2021-10-19","berry-cards",7
"2021-10-19","mintbase",190
"2021-10-19","roketo",29
"2021-10-19","near-citizen",1
"2021-10-19","pixel-party",7
"2021-10-19","ref-finance",480
"2021-10-19","3d-corgis",1
"2021-10-20","nft-hiphop",2
"2021-10-20","near-bet",5
"2021-10-20","Meta-Pool",213
"2021-10-20","galaxy-online",13
"2021-10-20","near-crowd",43
"2021-10-20","learn-near-club",50
"2021-10-20","berry-club",20
"2021-10-20","skyward-finance",67
"2021-10-20","sputnik-dao",8
"2021-10-20","pluminite",7
